ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
36701	Neuritis Nervi Optici, Papillitis Retinae                    	H469	3	D	19710401	19931231
36702	Neuritis Nervi Optici Retrobulbaris                          	H469A	2	D	19710401	19931231
36708	Retinitis Alia Definita                                      	H30	3	A	19710401	19931231
36709	Retinitis Et Neuritis Nervi Optici                           	H46	3	C	19710401	19931231
36800	Abscessus Glandulae Lacrimalis                               	H040	3		19710401	19931231
36801	Dacryoadenitis Acuta                                         	H040	2		19710401	19931231
36802	Dacryoadenitis Chronica                                      	H040	2		19710401	19931231
36803	Obstructio,Stenosis Viarum Lacrimalium                       	H045	2		19710401	19931231
36804	Fistula Lacrimalis Non Traumatica                            	H046A	2		19710401	19931231
36805	Dacryocystitis Acuta, Phlegmonosa                            	H043C	2		19710401	19931231
36806	Dacryocystitis Chronica                                      	H044	3	A	19710401	19931231
36808	Dacryo-Adenitis Et Dacryodochitis Alia Definita              	H04	3	A	19710401	19931231
36809	Dacryo-Adenitis Et Dacryodochitis                            	H04	3	A	19710401	19931231
36900	Abscessus Orbitae                                            	H050A	2	D	19710401	19931231
36901	Phlegmone Orbitae                                            	H050E	2	D	19710401	19931231
36902	Tenonitis                                                    	H050F	2	D	19710401	19931231
36903	Episcleritis                                                 	H151	2	D	19710401	19931231
36904	Scleritis                                                    	H15	3		19710401	19931231
36905	Sclerokeratitis                                              	H168	3		19710401	19931231
36908	Morbus Inflammatorius Oculi Et Orbitae Alius Definitus       	H05	3	C	19710401	19931231
36909	Morbus Inflammatorius Oculi Et Orbitae Alius                 	H05	3	C	19710401	19931231
37000	Astigmatismus                                                	H522	1		19710401	19931231
37001	Hypermetropia                                                	H520	1		19710401	19931231
37002	Myopia                                                       	H521	3	F	19710401	19931231
37003	Anisometropia                                                	H523B	1		19710401	19931231
37004	Presbyopia                                                   	H524	1		19710401	19931231
37008	Vitia Refractionis Oculi Alia Definita                       	H52	2	A	19710401	19931231
37009	Vitia Refractionis Oculi                                     	H527	1	B	19710401	19931231
37100	Cicatrix Corneae                                             	H17	2	A	19710401	19931231
37101	Degeneratio Corneae                                          	H184	2	D	19710401	19750331
37101	Dystrophia Corneae Hereditaria                               	H185	1		19750401	19931231
37102	Dystrophia Corneae Hereditaria                               	H185	1		19710401	19750331
37102	Macula, Leukoma Corneae                                      	H17	2	A	19750401	19931231
37103	Macula, Leukoma Corneae                                      	H17	2	A	19710401	19750331
37108	Opacitas Corneae Alia Definita                               	H17	2	A	19710401	19931231
37109	Opacitas Corneae                                             	H17	2	A	19710401	19931231
37299	Pterygium Conjunctivae                                       	H110	2	D	19710401	19931231
37300	Strabismus Convergens                                        	H500	2	D	19710401	19931231
37301	Strabismus Divergens                                         	H501	2	D	19710401	19931231
37302	Strabismus Concomitans Sursum Sive Deorsum Vergens           	H502	2		19710401	19931231
37303	Heterophoria                                                 	H505	1		19710401	19931231
37304	Strabismus Paralyticus                                       	H499	2		19710401	19931231
37305	Ophthalmoplegia                                              	H49	3	A	19710401	19931231
37306	Paralysis Nervi Cranialis Iii, Iv,Vi                         	H49	3	A	19710401	19931231
37308	Strabismus Alius Definitus                                   	H50	2	A	19710401	19931231
37309	Strabismus                                                   	H509	1		19710401	19931231
37400	Cataracta Juvenilis                                          	H260B	1		19710401	19931231
37401	Cataracta Praesenilis                                        	H260C	1		19710401	19931231
37402	Cataracta Senilis                                            	H259	2		19710401	19931231
37403	Cataracta Complicata                                         	H26	2	A	19710401	19931231
37404	Cataracta Secundaria                                         	H264	1	B	19710401	19931231
37405	Cataracta Traumatica                                         	H261	1		19710401	19931231
37406	Cataracta Medicamentalis                                     	H263	1		19710401	19931231
37407	Cataracta Tetanica                                           	H268	2		19710401	19931231
37408	Cataracta Alia Definita                                      	H26	2	A	19710401	19931231
37409	Cataracta                                                    	H269	2		19710401	19931231
37500	Glaucoma Angulo Clauso Acutum                                	H402C	2	D	19710401	19931231
37501	Glaucoma Angulo Clauso Intermittens                          	H402B	2	D	19710401	19931231
37502	Glaucoma Angulo Clauso Latens                                	H402	2	A	19710401	19931231
37503	Glaucoma Malignum                                            	H428	3		19710401	19931231
37504	Glaucoma Mixtum                                              	H40	3	A	19710401	19931231
37508	Glaucoma Acutum Aliud Definitum                              	H40	3	A	19710401	19931231
37509	Glaucoma Acutum                                              	H402C	2		19710401	19931231
37510	Glaucoma Angulo Aperto (Simplex)                             	H401C	2	D	19710401	19931231
37511	Glaucoma Angulo Aperto Latens                                	H400	2		19710401	19931231
37512	Glaucoma Absolutum Sive Fere Absolutum                       	H445B	2		19710401	19931231
37513	Glaucoma Capsulare                                           	H401D	3	F	19710401	19931231
37514	Glaucoma Pigmentosum                                         	H401B	2	D	19710401	19931231
37515	Glaucoma Irritativum                                         	H404	3	A	19710401	19931231
37516	Glaucoma Angulo Clauso Chronicum                             	H402A	2	D	19710401	19931231
37518	Glaucoma Chronicum Aliud Definitum                           	H40	3	A	19710401	19931231
37519	Glaucoma Chronicum                                           	H40	3	A	19710401	19931231
37520	Glaucoma Secundarium Haemorrhagicum                          	H405	3	A	19710401	19931231
37521	Glaucoma Postinfectiosum                                     	H405	3	A	19710401	19931231
37528	Glaucoma Secundarium Aliud Definitum                         	H40	3	A	19710401	19931231
37529	Glaucoma Secundarium                                         	H40	3	A	19710401	19931231
37590	Hypertensio Intraocularis                                    	H400	2	D	19710401	19931231
37599	Glaucoma Non Specificata                                     	H409	2	D	19710401	19931231
37600	Ablatio Retinae Primaria                                     	H33	2	A	19710401	19931231
37601	Ablatio Retinae Secundaria                                   	H33	2	A	19710401	19931231
37602	Foramen,Ruptura Retinae                                      	H33	3	A	19710401	19931231
37603	Retinoschisis                                                	H331E	2	D	19710401	19931231
37608	Ablatio,Amotio Retinae Alia Definita                         	H33	2	A	19710401	19931231
37609	Ablatio,Amotio Retinae                                       	H33	2	A	19710401	19931231
37700	Haemorrhagia Corporis Vitrei                                 	H431	1		19710401	19931231
37701	Haemorrhagia Retinae                                         	H356	1		19770101	19931231
37701	Haemorrhagia Retinae Et Chorioideae                          	H356	3	F	19710401	19761231
37702	Embolia Arteriae Centralis Retinae                           	H341A	2	D	19710401	19931231
37703	Thrombosis Venae Centralis Retinae                           	H348F	2	D	19710401	19931231
37704	Fibroplasia Retrolentalis                                    	H351A	1	B	19710401	19931231
37705	Retinopathia Angiospastica                                   	H350A	2		19710401	19931231
37706	Retinopathia Hypertensiva I Et Ii                            	H350B	3	F	19870101	19931231
37706	Retinopathia Hypertensiva I/Ii Arteriosclerotica.            	H350B	3	F	19710401	19861231
37707	Retinopathia Hypertensiva 3 Et 4                             	H350B	3	F	19710401	19931231
37708	Laesio Vascularis Retinae Alia Definita                      	H35	5	F	19710401	19931231
37709	Laesio Vascularis Retinae                                    	H35	5	F	19710401	19931231
37710	Degeneratio Maculae Luteae                                   	H353E	1		19710401	19931231
37711	Degeneratio Disciformis Maculae Luteae                       	H353B	1		19710401	19931231
37718	Degeneratio Retinae Alia Definita                            	H353	3	F	19710401	19931231
37719	Degeneratio Retinae                                          	H353	3	F	19710401	19931231
37729	Amblyopia                                                    	H53	3	A	19710401	19931231
37739	Achromatopsia                                                	H535H	2	E	19710401	19931231
37790	Atrophia Nervi Optici                                        	H472	1		19710401	19931231
37791	Oedema Papillae Nervi Optici                                 	H471	2		19710401	19931231
37792	Opacitates Corporis Vitrei                                   	H439	2		19710401	19931231
37793	Cystis Retinae                                               	H331	2	D	19710401	19931231
37799	Morbus Retinae Et Nervi Optici Alius Et Non Specificatus     	H35	5	F	19710401	19931231
37809	Chalazion                                                    	H001	1		19710401	19931231
37810	Infarctus Glandulae Meibomi.                                 	H02	3	A	19730401	19750331
37810	Infarctus Glandulae Meibomi.                                 	H02	3	A	19750401	19931231
37813	Arcus Senilis.                                               	H184A	1		19730401	19750331
37813	Arcus Senilis.                                               	H184A	1		19750401	19931231
37814	Haemorrhagia Conjunctivae Non Traumatica (Hyposphagma).      	H113	2		19730401	19750331
37814	Haemorrhagia Conjunctivae Non Traumatica (Hyposphagma).      	H113	2		19750401	19931231
37815	Pinguecula.                                                  	H111	3		19730401	19750331
37815	Pinguecula.                                                  	H111	3		19750401	19931231
37820	Iridoschisis.                                                	H212G	1		19730401	19750331
37820	Iridoschisis.                                                	H212G	1		19750401	19931231
37821	Mydriasis.                                                   	H570	3		19730401	19750331
37821	Mydriasis.                                                   	H570	3		19750401	19931231
37822	Miosis.                                                      	H570	3		19730401	19750331
37822	Miosis.                                                      	H570	3		19750401	19931231
37823	Areflexia Pupillae.                                          	H570	3		19730401	19750331
37823	Areflexia Pupillae.                                          	H570	3		19750401	19931231
37825	Pseudoexfoliatio Capsulae Lentis                             	H278	3		19730401	19750331
37825	Pseudoexfoliatio Capsulae Lentis                             	H278	3		19750401	19931231
37830	Blepharochalasis                                             	H023	1		19750401	19931231
37830	Blepharochalasis.                                            	H023	1		19730401	19750331
37831	Phthisis Bulbi.                                              	H445C	1		19730401	19750331
37831	Phthisis Bulbi.                                              	H445C	1		19750401	19931231
37832	Anophthalmus Acquisitus.                                     	H578	5		19730401	19750331
37832	Anophthalmus Acquisitus.                                     	H578	5		19750401	19931231
37840	Syndroma Neuroophthalmologicum                               	H47	5		19730401	19750331
37840	Syndroma Neuroophthalmologicum                               	H47	5		19750401	19931231
37850	Atrophia Chorioideae.                                        	H311A	2	D	19730401	19750331
37850	Atrophia Chorioideae.                                        	H311A	2	D	19750401	19931231
37851	Striae Angioides.                                            	H350	3	A	19730401	19750331
37851	Striae Angioides.                                            	H350	3	A	19750401	19931231
37852	Ablatio Chorioideae Spontanea.                               	H314	2		19730401	19750331
37852	Ablatio Chorioideae Spontanea.                               	H314	2		19750401	19931231
37860	Blepharospasmus                                              	G245	1		19710401	19931231
37861	Ectropion Palpebrae                                          	H021	1		19710401	19931231
37862	Entropion Palpebrae                                          	H020A	1		19710401	19931231
