"Order","Category","Code","Disease"
"1293","Other diseases of central nervous system","347.1","Cerebral and cortical atrophy"
"1294","Other diseases of central nervous system","347.9","Other and unspecified"
"1295","Other diseases of central nervous system","348","Motor neurone disease"
"1296","Other diseases of central nervous system","348","Amyotrophic lateral sclerosis"
"1297","Other diseases of central nervous system","348.1","Progressive bulbar palsy"
"1298","Other diseases of central nervous system","348.2","Other progressive muscluar atrophy"
"1299","Other diseases of central nervous system","348.9","Other and unspecified manifestations"
"1300","Other diseases of central nervous system","349","Other diseases of spinal cord"
"1301","Other diseases of central nervous system","349","Syringomyelia and syringobulbia"
"1302","Other diseases of central nervous system","349.1","Spinal paralysis, monoplegic"
"1303","Other diseases of central nervous system","349.2","Spinal paralysis, hemiplegic"
"1304","Other diseases of central nervous system","349.3","Spinal paralysis, paraplegic"
"1305","Other diseases of central nervous system","349.4","Spinal paralysis, quadriplegic"
"1306","Other diseases of central nervous system","349.5","Spinal paralysis, other and unspecified"
"1307","Other diseases of central nervous system","349.6","Compression, old or not specified as traumatic"
"1308","Other diseases of central nervous system","349.9","Other and unspecified"
"1309","Diseases of nerves and peripheral ganglia","350","Facial paralysis"
"1310","Diseases of nerves and peripheral ganglia","351","Trigeminal neuralgia"
"1311","Diseases of nerves and peripheral ganglia","352","Brachial neuritis"
"1312","Diseases of nerves and peripheral ganglia","353","Sciatica"
"1313","Diseases of nerves and peripheral ganglia","354","Polyneuritis and polyradiculitis"
"1314","Diseases of nerves and peripheral ganglia","355","Other and unspecified forms of neuralgia and neuritis"
"1315","Diseases of nerves and peripheral ganglia","355","Cranial NEC"
"1316","Diseases of nerves and peripheral ganglia","355.1","Spinal NEC"
"1317","Diseases of nerves and peripheral ganglia","355.9","Other and unspecified"
"1318","Diseases of nerves and peripheral ganglia","356","Other diseases of cranial nerves"
"1319","Diseases of nerves and peripheral ganglia","357","Other diseases of peripheral nerves except autonomic"
"1320","Diseases of nerves and peripheral ganglia","357","Cervical and brachial plexus"
"1321","Diseases of nerves and peripheral ganglia","357.1","Axillary nerve"
"1322","Diseases of nerves and peripheral ganglia","357.2","Median nerve"
"1323","Diseases of nerves and peripheral ganglia","357.3","Ulnar nerve"
"1324","Diseases of nerves and peripheral ganglia","357.9","Other and unspecified"
"1325","Diseases of nerves and peripheral ganglia","358","Disease of peripheral autonomic nervous system"
"1326","Diseases of nerves and peripheral ganglia","358","Horner's syndrome"
"1327","Diseases of nerves and peripheral ganglia","358.1","Carotid sinus syndrome"
"1328","Diseases of nerves and peripheral ganglia","358.9","Other and unspecified"
"1329","Inflammatory diseases of the eye","360","Conjunctivitis and ophthalmia"
"1330","Inflammatory diseases of the eye","361","Blepharitis"
"1331","Inflammatory diseases of the eye","362","Hordeolum"
"1332","Inflammatory diseases of the eye","363","Keratitis"
"1333","Inflammatory diseases of the eye","363","With ulceration"
"1334","Inflammatory diseases of the eye","363.9","Without mention of ulcer"
"1335","Inflammatory diseases of the eye","364","Iritis"
"1336","Inflammatory diseases of the eye","365","Choroiditis"
"1337","Inflammatory diseases of the eye","366","Other inflammation of uveal tract"
"1338","Inflammatory diseases of the eye","367","Inflammation of optic nerve and retina"
"1339","Inflammatory diseases of the eye","368","Inflammation of lachrymal glands and ducts"
"1340","Inflammatory diseases of the eye","369","Other inflammatory diseases of eye"
"1341","Inflammatory diseases of the eye","369","Abscess and cellulitis of orbit"
"1342","Inflammatory diseases of the eye","369.9","Other and unspecified"
"1343","Other diseases and conditions of eye","370","Refractive errors"
"1344","Other diseases and conditions of eye","370","Myopia"
"1345","Other diseases and conditions of eye","370.1","Hyperopia"
"1346","Other diseases and conditions of eye","370.2","Presbyopia"
"1347","Other diseases and conditions of eye","370.3","Astigmatism"
"1348","Other diseases and conditions of eye","370.9","Other and unspecified"
"1349","Other diseases and conditions of eye","371","Corneal opacity"
"1350","Other diseases and conditions of eye","371","Postoperative"
"1351","Other diseases and conditions of eye","371.9","Other and unspecified"
"1352","Other diseases and conditions of eye","372","Pterygium"
"1353","Other diseases and conditions of eye","373","Strabismus"
"1354","Other diseases and conditions of eye","373","Esotropia"
"1355","Other diseases and conditions of eye","373.1","Exotropia"
"1356","Other diseases and conditions of eye","373.2","Hypertropia"
"1357","Other diseases and conditions of eye","373.9","Other and unspecified"
"1358","Other diseases and conditions of eye","374","Cataract"
"1359","Other diseases and conditions of eye","374","Traumatic"
"1360","Other diseases and conditions of eye","374.1","Secondary"
"1361","Other diseases and conditions of eye","374.2","Other specified type, excluding senile"
"1362","Other diseases and conditions of eye","374.9","Senile and unspecified type"
"1363","Other diseases and conditions of eye","375","Glaucoma"
"1364","Other diseases and conditions of eye","375","Primary, acute"
"1365","Other diseases and conditions of eye","375.1","Chronic (primary)"
"1366","Other diseases and conditions of eye","375.2","Secondary"
"1367","Other diseases and conditions of eye","375.9","Unspecified"
"1368","Other diseases and conditions of eye","376","Detachment of retina"
"1369","Other diseases and conditions of eye","377","Other diseases of retina and optic nerve"
"1370","Other diseases and conditions of eye","377","Vascular lesions of retina"
"1371","Other diseases and conditions of eye","377.1","Degeneration of retina"
"1372","Other diseases and conditions of eye","377.2","Amblyopia"
"1373","Other diseases and conditions of eye","377.3","Colour blindness"
"1374","Other diseases and conditions of eye","377.4","Other diseases of retina"
"1375","Other diseases and conditions of eye","377.5","Papillendema"
"1376","Other diseases and conditions of eye","377.6","Other diseases of optic nerve"
"1377","Other diseases and conditions of eye","377.9","Unspecified"
"1378","Other diseases and conditions of eye","378","Other diseases of eye"
"1379","Other diseases and conditions of eye","378","Chalazion"
"1380","Other diseases and conditions of eye","378.1","Trichiasis and entropion"
"1381","Other diseases and conditions of eye","378.2","Other disease of eyelid"
"1382","Other diseases and conditions of eye","378.3","Disease of conjunctiva and lachrymal tract NEC"
"1383","Other diseases and conditions of eye","378.4","Disease of cornea NEC"
"1384","Other diseases and conditions of eye","378.5","Prolapse of iris"
"1385","Other diseases and conditions of eye","378.6","Other and of iris, choroid and uveal tract"
"1386","Other diseases and conditions of eye","378.7","Aphakia, acquired"
"1387","Other diseases and conditions of eye","378.8","Other diseases of lens"
"1388","Other diseases and conditions of eye","378.9","Disease of eyeball, ocular muscle and orbit NEC"
"1389","Other diseases and conditions of eye","379","Blindness"
"1390","Other diseases and conditions of eye","379","Blindness, both eyes, specifically defined"
"1391","Other diseases and conditions of eye","379.1","Blindness, both eyes, not specifically defined"
"1392","Other diseases and conditions of eye","379.2","Blindness, one eye, specifically defined"
"1393","Other diseases and conditions of eye","379.3","Blindness, one eye, not specifically defined"
"1394","Diseases of the ear and mastoid process","380","Otitis externa"
"1395","Diseases of the ear and mastoid process","381","Otitis media without mention of mastoiditis"
"1396","Diseases of the ear and mastoid process","381","Acute"
"1397","Diseases of the ear and mastoid process","381.1","Chronic"
"1398","Diseases of the ear and mastoid process","381.9","Unspecified"
"1399","Diseases of the ear and mastoid process","382","Otitis media with mastoiditis"
"1400","Diseases of the ear and mastoid process","382","Acute / Acute otitis media with mastoiditis"
"1401","Diseases of the ear and mastoid process","382.1","Chronic otitis media with mastoiditis"
"1402","Diseases of the ear and mastoid process","382.2","Unspecified"
"1403","Diseases of the ear and mastoid process","382.9","Unspecified otitis media with mastoiditis"
"1404","Diseases of the ear and mastoid process","383","Mastoiditis without mention of otitis media"
"1405","Diseases of the ear and mastoid process","383","Acute"
"1406","Diseases of the ear and mastoid process","383.1","Chronic"
"1407","Diseases of the ear and mastoid process","383.9","Unspecified"
"1408","Diseases of the ear and mastoid process","384","Other inflammatory diseases of ear"
"1409","Diseases of the ear and mastoid process","384","Labyrinthitis"
"1410","Diseases of the ear and mastoid process","384.9","Other and unspecified"
"1411","Diseases of the ear and mastoid process","385","Ménière's disease"
"1412","Diseases of the ear and mastoid process","386","Otosclerosis"
"1413","Diseases of the ear and mastoid process","387","Other disease of ear and mastoid process"
"1414","Diseases of the ear and mastoid process","387","Cholesteatoma of ear"
"1415","Diseases of the ear and mastoid process","387.1","Wax in ear"
"1416","Diseases of the ear and mastoid process","387.2","Perforation of tympanic membrane, nontraumatic"
"1417","Diseases of the ear and mastoid process","387.9","Other"
"1418","Diseases of the ear and mastoid process","388","Deaf mutism"
"1419","Diseases of the ear and mastoid process","389","Other deafness"
"1420","Diseases of the ear and mastoid process","389","Deafness, both ears"
"1421","Diseases of the ear and mastoid process","389.1","Deafness, one ear and partial deafness in other"
